// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 2 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// ***** Done, took 00:00:00 (0.01 sec)   *****
// Found 2 benchmarks:
//   SortingBenchmarks.MergeSort: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)
//   SortingBenchmarks.StandardSort: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: Высокая производительность)
// **************************
// Benchmark: SortingBenchmarks.MergeSort: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)
// *** Execute ***
// Launch: 1 / 2

// Benchmark Process Environment Information:
// Runtime=.NET Framework 4.8.1 (4.8.9166.0), X86 LegacyJIT
// GC=Concurrent Workstation
// HardwareIntrinsics= 
// Job: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)

WorkloadActual   9: 8192 op, 615485700.00 ns, 75.1325 us/op
WorkloadActual  10: 8192 op, 606097300.00 ns, 73.9865 us/op
WorkloadActual  11: 8192 op, 618971600.00 ns, 75.5581 us/op
WorkloadActual  12: 8192 op, 605105700.00 ns, 73.8654 us/op
WorkloadActual  13: 8192 op, 607698600.00 ns, 74.1820 us/op
WorkloadActual  14: 8192 op, 638838800.00 ns, 77.9833 us/op
WorkloadActual  15: 8192 op, 604243900.00 ns, 73.7602 us/op

WorkloadResult   1: 8192 op, 610277700.00 ns, 74.4968 us/op
WorkloadResult   2: 8192 op, 611038000.00 ns, 74.5896 us/op
WorkloadResult   3: 8192 op, 607390700.00 ns, 74.1444 us/op
WorkloadResult   4: 8192 op, 625442800.00 ns, 76.3480 us/op
WorkloadResult   5: 8192 op, 611023700.00 ns, 74.5879 us/op
WorkloadResult   6: 8192 op, 616380600.00 ns, 75.2418 us/op
WorkloadResult   7: 8192 op, 626432000.00 ns, 76.4688 us/op
WorkloadResult   8: 8192 op, 623789300.00 ns, 76.1462 us/op
WorkloadResult   9: 8192 op, 615475200.00 ns, 75.1313 us/op
WorkloadResult  10: 8192 op, 606086800.00 ns, 73.9852 us/op
WorkloadResult  11: 8192 op, 618961100.00 ns, 75.5568 us/op
WorkloadResult  12: 8192 op, 605095200.00 ns, 73.8642 us/op
WorkloadResult  13: 8192 op, 607688100.00 ns, 74.1807 us/op
WorkloadResult  14: 8192 op, 638828300.00 ns, 77.9820 us/op
WorkloadResult  15: 8192 op, 604233400.00 ns, 73.7590 us/op
// GC:  0 0 0 8192 8192
// Threading:  0 0 8192

// Launch: 2 / 2

// Benchmark Process Environment Information:
// Runtime=.NET Framework 4.8.1 (4.8.9166.0), X86 LegacyJIT
// GC=Concurrent Workstation
// HardwareIntrinsics= 
// Job: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)

OverheadJitting  1: 1 op, 700.00 ns, 700.0000 ns/op
WorkloadJitting  1: 1 op, 496100.00 ns, 496.1000 us/op

OverheadJitting  2: 16 op, 300.00 ns, 18.7500 ns/op
WorkloadJitting  2: 16 op, 1326400.00 ns, 82.9000 us/op

WorkloadPilot    1: 16 op, 1218900.00 ns, 76.1813 us/op
WorkloadPilot    2: 32 op, 2589100.00 ns, 80.9094 us/op
WorkloadPilot    3: 64 op, 5750800.00 ns, 89.8563 us/op
WorkloadPilot    4: 128 op, 9825100.00 ns, 76.7586 us/op
WorkloadPilot    5: 256 op, 20126000.00 ns, 78.6172 us/op
WorkloadPilot    6: 512 op, 38355600.00 ns, 74.9133 us/op
WorkloadPilot    7: 1024 op, 79325600.00 ns, 77.4664 us/op
WorkloadPilot    8: 2048 op, 162522200.00 ns, 79.3565 us/op
WorkloadPilot    9: 4096 op, 312046000.00 ns, 76.1831 us/op
WorkloadPilot   10: 8192 op, 644288500.00 ns, 78.6485 us/op

OverheadWarmup   1: 8192 op, 11600.00 ns, 1.4160 ns/op
OverheadWarmup   2: 8192 op, 11800.00 ns, 1.4404 ns/op
OverheadWarmup   3: 8192 op, 11600.00 ns, 1.4160 ns/op
OverheadWarmup   4: 8192 op, 11500.00 ns, 1.4038 ns/op
OverheadWarmup   5: 8192 op, 11700.00 ns, 1.4282 ns/op
OverheadWarmup   6: 8192 op, 11300.00 ns, 1.3794 ns/op

OverheadActual   1: 8192 op, 11300.00 ns, 1.3794 ns/op
OverheadActual   2: 8192 op, 11400.00 ns, 1.3916 ns/op
OverheadActual   3: 8192 op, 11300.00 ns, 1.3794 ns/op
OverheadActual   4: 8192 op, 11300.00 ns, 1.3794 ns/op
OverheadActual   5: 8192 op, 11500.00 ns, 1.4038 ns/op
OverheadActual   6: 8192 op, 11400.00 ns, 1.3916 ns/op
